data,Libya,Benghazi,Tripoli,Misrata,Aljufra,Ejdabia,Aljfara,Azzawya,Sebha,Alkufra,Murzuq
What was the modality of the assistance received?,"","","","","","","","","","",""
cash,36,36,48,69,75,12,0,14,34,8,92
vouchers,1,0,2,0,0,0,0,5,0,0,0
in kind,41,18,52,31,25,20,100,60,16,96,8
Mixed (in-kind and cash/voucher),23,45,12,6,0,68,0,11,53,4,0
"Services (e.g., health care, education, PSS, GBV, case management, etc)",14,5,5,12,0,0,0,54,0,4,0
Other (please specify),1,0,0,0,0,0,0,5,0,0,0
Don't know,0,0,0,0,0,0,0,0,0,0,0
Prefer not to answer ,0,0,0,0,0,0,0,0,0,0,0
From what source? ,"","","","","","","","","","",""
International organisations/NGOs ,29,18,66,31,0,0,100,40,0,4,25
Local organisations ,28,23,4,6,25,80,0,56,16,0,33
Private donations,47,68,27,50,75,20,0,54,63,96,8
Government or local authorities ,10,0,4,0,0,0,0,42,3,4,0
Religious entities,19,0,12,6,0,8,0,39,37,8,17
Other (please specify),2,0,2,0,0,8,0,2,3,0,4
Don't know,1,0,0,6,0,0,0,0,3,0,8
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,4
Are you satisfied with the aid you received?,"","","","","","","","","","",""
Yes,82,91,62,75,100,84,100,88,89,84,96
No,15,9,34,19,0,16,0,12,8,12,0
Don't know,1,0,2,6,0,0,0,0,0,0,4
Prefer not to answer,1,0,2,0,0,0,0,0,3,4,0
Why were you not satisfied with the aid received?,"","","","","","","","","","",""
Quality not good,73,0,84,67,,50,,71,100,67,
Quality not good enough,22,100,11,0,,50,,29,0,33,
Prefer not to answer,2,0,5,0,,0,,0,0,0,
Other (please specify),2,0,0,33,,0,,0,0,0,
"In the last year, did you face any barriers to receiving humanitarian assistance?","","","","","","","","","","",""
No barriers faced in receiving humanitarian assistance,31,61,28,16,29,24,50,37,29,32,19
Not aware of any assistance,59,39,42,77,71,73,0,48,56,51,77
Lack of consent from actor controlling territory ,1,0,2,0,0,0,0,10,2,0,0
Damage to roads leading to area of assistance,0,0,1,0,0,0,0,1,1,1,0
Insecurity travelling to area of assistance,4,0,9,0,0,0,0,10,8,11,1
Checkpoints or roadblocks ,3,0,12,0,0,0,0,12,4,1,0
Presence of explosive hazards,0,0,0,0,0,0,0,1,0,0,0
Other (please specify),1,0,4,1,0,3,50,2,0,0,0
Don't know,2,0,3,6,0,1,0,0,3,2,1
Prefer not to answer,0,0,2,0,0,0,0,0,0,0,2
"If you were to receive assistance in the future, what kind of assistance would you prefer to receive?","","","","","","","","","","",""
Mixed (cash and in-kind),39,27,18,10,79,35,0,51,23,34,58
Cash in hand,38,31,66,72,8,20,50,28,54,56,19
Do not want to receive assistance,8,3,2,2,10,39,0,6,4,1,4
"Services (e.g., health care, education, PSS, GBV, case management, etc)",7,23,5,5,0,3,0,8,14,4,2
"In-kind (house repairs, construction materials, NFIs, etc.)",4,12,5,6,0,2,50,3,2,0,9
Cash via bank transfer,2,2,1,1,2,0,0,4,1,4,1
Don't know,1,1,1,3,0,0,0,0,1,1,3
Prefer not to answer,0,1,0,0,0,0,0,0,0,0,4
Other (please specify),0,0,2,1,0,1,0,1,0,0,0
Cash via e-transfer ,0,1,0,0,0,1,0,0,0,0,0
Voucher ,0,0,1,0,0,0,0,0,1,0,0
"If you would prefer to receive in-kind assistance, what type of in-kind assistance would you like to receive?","","","","","","","","","","",""
"Non-food household items (blankets, mattresses, kitchen sets, etc.)",71,79,80,73,100,75,0,20,50,,73
Repairs/rehab work in the shelter,20,8,20,18,0,25,0,80,50,,13
"Construction materials (cement, wood, tools, etc.)",5,8,0,9,0,0,0,0,0,,7
Don't know,1,4,0,0,0,0,0,0,0,,0
Prefer not to answer,1,0,0,0,0,0,100,0,0,,0
Other (please specify),1,0,0,0,0,0,0,0,0,,7
What is your primary source of information on the humanitarian assistance in your current baladiya of residence?,"","","","","","","","","","",""
Do not receive information on humanitarian assistance,32,36,17,22,43,56,0,11,27,13,60
Community leaders,17,40,24,8,33,6,50,15,5,4,15
Family members and friends,14,8,20,27,17,5,50,13,19,18,1
Social media,9,2,7,17,4,10,0,17,11,7,12
Charity organization,8,6,3,3,1,15,0,7,11,26,1
Humanitarian organization,8,5,21,5,1,2,0,7,4,24,1
TV,5,1,5,8,0,2,0,25,5,3,0
Don't know,4,2,2,8,0,0,0,1,16,2,5
Radio,1,1,0,2,0,3,0,3,1,2,1
Government,1,0,1,0,1,0,0,2,2,1,1
Prefer not to answer,0,1,1,0,0,0,0,0,0,0,2
What type of information would you like to receive from aid providers? ,"","","","","","","","","","",""
The security situation here,29,31,32,28,24,27,50,63,33,20,11
Finding missing people,2,4,2,1,0,1,0,4,6,1,2
How to register for aid,36,31,47,33,41,31,50,17,24,49,45
Food prices,6,4,1,8,1,18,0,7,0,7,7
How to get healthcare/medical attention,27,29,24,31,1,44,50,29,26,46,17
"How to replace personal documentation (e.g., birth certificate, ID)",10,3,9,8,1,10,50,39,18,6,1
How to get access to education,6,2,8,10,0,1,0,17,15,7,1
How to find work,22,5,23,30,32,36,0,9,9,39,9
How to get more money/financial support,37,7,23,44,37,44,0,36,29,71,35
Information about possible return to place of origin/relocation,7,1,4,5,9,16,0,2,8,5,8
How to complain about the aid we are receiving,2,0,2,1,0,0,0,2,1,6,3
Other (please specify),1,2,1,1,1,0,0,0,0,0,0
Don't know,3,1,2,6,0,0,0,0,1,1,20
Prefer not to answer,1,0,1,0,0,1,0,0,0,1,2
Who/where would you prefer to receive information from?,"","","","","","","","","","",""
Community leader,26,38,26,13,49,4,50,29,22,5,49
Places of worship,22,28,11,9,33,21,0,27,24,4,45
Government Officials,14,7,4,5,11,16,0,44,22,7,17
Friends/family inside Libya ,49,31,17,60,36,77,0,72,54,44,67
Friends/family in country of origin,5,4,2,10,0,7,0,2,7,5,13
Friends/family in other countries (diaspora),1,0,1,5,0,1,0,0,1,1,4
Aid workers from the United Nations,27,23,34,8,13,39,0,20,49,23,45
Aid workers from local NGOs,18,10,11,2,11,28,0,27,9,27,39
Aid workers from International NGOs,20,4,42,14,11,26,50,13,1,30,39
Other (please specify),1,2,1,0,3,2,0,0,1,0,1
Don't know,2,1,2,7,0,0,0,0,0,0,6
Prefer not to answer,0,1,0,0,0,0,0,0,0,1,2
What is your preferred means of receiving the information?,"","","","","","","","","","",""
Phone call,58,88,62,68,27,53,50,73,38,66,53
Facebook,9,0,5,7,16,7,0,4,11,8,25
In person / face-to-face (please specify from whom),9,4,4,8,34,14,0,2,4,0,1
SMS,5,5,13,4,0,3,0,6,8,1,12
Television,4,0,2,3,4,4,50,4,12,3,3
Leaflets,4,0,2,0,14,3,0,0,2,10,1
WhatsApp (or other mobile phone based platform),3,1,8,4,0,3,0,8,4,2,0
Billboards,2,0,1,1,2,4,0,1,9,4,0
Posters,2,0,0,0,1,2,0,0,8,3,1
Don't know,1,1,0,2,0,2,0,0,1,1,4
Loudspeakers,1,0,1,1,2,1,0,1,1,0,0
Other (please specify),0,1,0,1,0,2,0,0,1,0,0
Other internet platforms,0,0,1,0,0,2,0,1,0,0,0
Prefer not to answer,0,1,0,0,0,0,0,0,0,1,1
Twitter,0,0,1,0,0,0,0,1,2,0,0
Newspapers,0,0,0,1,0,1,0,0,0,0,0
In the last 6 months have you been asked about what aid you would like to receive?,"","","","","","","","","","",""
No,91,93,70,89,100,96,100,86,93,96,86
Yes,8,7,28,7,0,3,0,14,5,1,8
Don't know,1,1,2,3,0,1,0,0,2,2,2
Prefer not to answer,0,0,0,1,0,0,0,0,0,1,3
Did you receive what you asked for? ,"","","","","","","","","","",""
No,50,23,75,83,,80,,30,0,33,7
Yes,48,77,25,17,,20,,70,100,67,79
Prefer not to answer,2,0,0,0,,0,,0,0,0,14
"How would you prefer to provide feedback to aid providers about the quality, quantity and appropriateness of the aid you will receive?  ","","","","","","","","","","",""
Face to face with member of the community ,57,62,45,61,81,66,100,75,39,51,16
Phone call,31,32,38,35,13,28,0,20,19,39,61
SMS,3,1,10,1,0,1,0,4,5,2,6
Complaints/suggestions box,3,2,4,0,2,1,0,0,14,0,0
Social media (specify site),2,0,2,0,1,2,0,1,8,5,2
Don't know,2,1,1,1,2,1,0,0,2,1,5
E-mail,1,0,1,1,0,1,0,1,6,0,6
Prefer not to answer,1,1,0,0,0,0,0,0,0,1,4
Letter,1,1,1,0,0,1,0,0,5,0,0
Other (please specify),0,1,0,1,0,0,0,0,1,1,0
Tweet ,0,0,0,0,0,1,0,0,2,0,1
